step,LLM (Monolithic),HRM (Static),"ARH (Ours, Principled)"
5401,22.5,35.262519014816796,65.33630385828724
5402,22.5,35.263166490576914,65.3371810701937
5403,22.5,35.26381555586514,65.33806389820715
5404,22.5,35.264466214547156,65.33895237790394
5405,22.5,35.265118470497846,65.33984654508086
5406,22.5,35.265772327601326,65.34074643575644
5407,22.5,35.266427789751006,65.34165208617233
5408,22.5,35.26708486084956,65.34256353279456
5409,22.5,35.26774354480896,65.3434808123149
5410,22.5,35.268403845550516,65.34440396165212
5411,22.5,35.269065767004896,65.34533301795345
5412,22.5,35.26972931311211,65.34626801859581
5413,22.5,35.270394487821584,65.3472090011872
5414,22.5,35.271061295092146,65.34815600356808
5415,22.5,35.271729738892056,65.34910906381273
5416,22.5,35.272399823199024,65.3500682202306
5417,22.5,35.27307155200025,65.35103351136769
5418,22.5,35.273744929292434,65.35200497600795
5419,22.5,35.27441995908177,65.35298265317469
5420,22.5,35.275096645384025,65.35396658213196
5421,22.5,35.275774992224505,65.35495680238596
5422,22.5,35.27645500363812,65.35595335368643
5423,22.5,35.277136683669376,65.35695627602814
5424,22.5,35.27782003637241,65.35796560965228
5425,22.5,35.27850506581101,65.35898139504788
5426,22.5,35.279191776058646,65.36000367295327
5427,22.5,35.27988017119847,65.36103248435755
5428,22.5,35.280570255323354,65.36206787050203
5429,22.5,35.28126203253591,65.36310987288172
5430,22.5,35.28195550694852,65.36415853324677
5431,22.5,35.28265068268334,65.36521389360394
5432,22.5,35.28334756387233,65.36627599621819
5433,22.5,35.28404615465728,65.36734488361404
5434,22.5,35.28474645918985,65.36842059857719
5435,22.5,35.28544848163153,65.36950318415593
5436,22.5,35.286152226153746,65.37059268366275
5437,22.5,35.28685769693783,65.37168914067583
5438,22.5,35.28756489817504,65.37279259904054
5439,22.5,35.288273834066615,65.37390310287104
5440,22.5,35.288984508823766,65.3750206965518
5441,22.5,35.28969692666773,65.37614542473916
5442,22.5,35.29041109182975,65.37727733236291
5443,22.5,35.29112700855116,65.37841646462782
5444,22.5,35.29184468108332,65.3795628670153
5445,22.5,35.292564113687725,65.38071658528489
5446,22.5,35.29328531063599,65.38187766547593
5447,22.5,35.29400827620986,65.38304615390912
5448,22.5,35.294733014701265,65.38422209718821
5449,22.5,35.295459530412316,65.38540554220148
5450,22.5,35.29618782765534,65.3865965361235
5451,22.5,35.2969179107529,65.38779512641672
5452,22.5,35.29764978403783,65.38900136083306
5453,22.5,35.29838345185323,65.39021528741564
5454,22.5,35.29911891855253,65.3914369545004
5455,22.5,35.29985618849947,65.39266641071778
5456,22.5,35.30059526606814,65.39390370499439
5457,22.5,35.30133615564304,65.39514888655465
5458,22.5,35.302078861619044,65.39640200492258
5459,22.5,35.30282338840144,65.3976631099234
5460,22.5,35.303569740406004,65.3989322516853
5461,22.5,35.30431792205894,65.40020948064111
5462,22.5,35.305067937796984,65.40149484753006
5463,22.5,35.30581979206736,65.40278840339947
5464,22.5,35.306573489327846,65.40409019960656
5465,22.5,35.3073290340468,65.4054002878201
5466,22.5,35.308086430703156,65.40671872002225
5467,22.5,35.30884568378646,65.40804554851026
5468,22.5,35.3096067977969,65.4093808258983
5469,22.5,35.310369777245334,65.41072460511917
5470,22.5,35.3111346266533,65.41207693942617
5471,22.5,35.31190135055303,65.41343788239482
5472,22.5,35.31266995348752,65.41480748792469
5473,22.5,35.31344044001051,65.41618581024125
5474,22.5,35.31421281468652,65.41757290389764
5475,22.5,35.31498708209088,65.4189688237765
5476,22.5,35.315763246809745,65.42037362509186
5477,22.5,35.31654131344014,65.42178736339089
5478,22.5,35.317321286589966,65.42321009455587
5479,22.5,35.31810317087801,65.42464187480594
5480,22.5,35.31888697093402,65.42608276069907
5481,22.5,35.31967269139867,65.42753280913387
5482,22.5,35.320460336923624,65.42899207735144
5483,22.5,35.32124991217155,65.43046062293739
5484,22.5,35.322041421816145,65.43193850382366
5485,22.5,35.32283487054215,65.43342577829038
5486,22.5,35.323630263045395,65.43492250496794
5487,22.5,35.3244276040328,65.43642874283877
5488,22.5,35.325226898222425,65.43794455123931
5489,22.5,35.32602815034346,65.43946998986206
5490,22.5,35.32683136513631,65.44100511875736
5491,22.5,35.32763654735254,65.4425499983355
5492,22.5,35.32844370175496,65.44410468936857
5493,22.5,35.32925283311766,65.44566925299257
5494,22.5,35.33006394622595,65.44724375070926
5495,22.5,35.33087704587649,65.44882824438824
5496,22.5,35.33169213687726,65.45042279626888
5497,22.5,35.33250922404757,65.45202746896244
5498,22.5,35.333328312218136,65.453642325454
5499,22.5,35.33414940623106,65.45526742910447
5500,22.5,35.33497251093989,65.45690284365271
5501,22.5,35.33579763120962,65.45854863321753
5502,22.5,35.336624771916725,65.4602048622997
5503,22.5,35.33745393794918,65.46187159578409
5504,22.5,35.33828513420651,65.46354889894165
5505,22.5,35.33911836559978,65.46523683743158
5506,22.5,35.33995363705166,65.46693547730335
5507,22.5,35.34079095349641,65.4686448849988
5508,22.5,35.34163031987993,65.47036512735424
5509,22.5,35.34247174115979,65.47209627160262
5510,22.5,35.34331522230525,65.47383838537554
5511,22.5,35.344160768297264,65.47559153670548
5512,22.5,35.34500838412855,65.47735579402783
5513,22.5,35.345858074803566,65.47913122618313
5514,22.5,35.34670984533859,65.48091790241916
5515,22.5,35.347563700761704,65.48271589239316
5516,22.5,35.34841964611284,65.48452526617386
5517,22.5,35.349277686443784,65.48634609424384
5518,22.5,35.350137826818255,65.48817844750155
5519,22.5,35.351000072311855,65.49002239726362
5520,22.5,35.35186442801217,65.49187801526695
5521,22.5,35.352730899018745,65.49374537367103
5522,22.5,35.35359949044313,65.49562454506007
5523,22.5,35.35447020740892,65.49751560244526
5524,22.5,35.35534305505175,65.49941861926696
5525,22.5,35.356218038519344,65.50133366939701
5526,22.5,35.35709516297155,65.50326082714093
5527,22.5,35.357974433580324,65.50520016724015
5528,22.5,35.35885585552982,65.5071517648743
5529,22.5,35.35973943401636,65.50911569566352
5530,22.5,35.360625174248504,65.51109203567067
5531,22.5,35.361513081447036,65.51308086140364
5532,22.5,35.362403160845034,65.51508224981767
5533,22.5,35.363295417687866,65.51709627831758
5534,22.5,35.36418985723322,65.51912302476018
5535,22.5,35.36508648475115,65.5211625674565
5536,22.5,35.3659853055241,65.52321498517414
5537,22.5,35.366886324846895,65.52528035713962
5538,22.5,35.36778954802682,65.5273587630407
5539,22.5,35.36869498038362,65.52945028302871
5540,22.5,35.369602627249535,65.53155499772097
5541,22.5,35.370512493969315,65.53367298820305
5542,22.5,35.37142458590026,65.53580433603123
5543,22.5,35.372338908412246,65.53794912323481
5544,22.5,35.37325546688776,65.54010743231855
5545,22.5,35.37417426672191,65.54227934626499
5546,22.5,35.37509531332246,65.54446494853693
5547,22.5,35.376018612109874,65.54666432307977
5548,22.5,35.37694416851731,65.54887755432392
5549,22.5,35.37787198799069,65.5511047271873
5550,22.5,35.37880207598868,65.55334592707763
5551,22.5,35.379734437982776,65.555601239895
5552,22.5,35.38066907945728,65.5578707520342
5553,22.5,35.38160600590935,65.56015455038725
5554,22.5,35.38254522284903,65.56245272234581
5555,22.5,35.383486735799295,65.56476535580359
5556,22.5,35.38443055029602,65.56709253915893
5557,22.5,35.385376671888075,65.56943436131719
5558,22.5,35.38632510613733,65.57179091169324
5559,22.5,35.387275858618665,65.57416228021397
5560,22.5,35.38822893492002,65.57654855732072
5561,22.5,35.38918434064243,65.57894983397189
5562,22.5,35.39014208140002,65.58136620164531
5563,22.5,35.39110216282007,65.58379775234086
5564,22.5,35.39206459054303,65.58624457858292
5565,22.5,35.39302937022253,65.58870677342291
5566,22.5,35.39399650752545,65.59118443044184
5567,22.5,35.39496600813192,65.59367764375278
5568,22.5,35.395937877735335,65.59618650800348
5569,22.5,35.39691212204243,65.59871111837889
5570,22.5,35.397888746773276,65.60125157060361
5571,22.5,35.3988677576613,65.60380796094462
5572,22.5,35.39984916045336,65.60638038621373
5573,22.5,35.40083296090972,65.60896894377012
5574,22.5,35.40181916480411,65.61157373152302
5575,22.5,35.40280777792376,65.6141948479342
5576,22.5,35.4037988060694,65.61683239202054
5577,22.5,35.40479225505534,65.61948646335672
5578,22.5,35.40578813070943,65.62215716207767
5579,22.5,35.406786438873155,65.62484458888129
5580,22.5,35.407787185401624,65.62754884503097
5581,22.5,35.40879037616362,65.63027003235824
5582,22.5,35.40979601704163,65.63300825326532
5583,22.5,35.410804113931846,65.6357636107278
5584,22.5,35.41181467274424,65.63853620829725
5585,22.5,35.412827699402555,65.64132615010378
5586,22.5,35.413843199844365,65.6441335408587
5587,22.5,35.41486118002107,65.6469584858572
5588,22.5,35.415881645897976,65.64980109098086
5589,22.5,35.41690460345426,65.65266146270044
5590,22.5,35.41793005868308,65.65553970807838
5591,22.5,35.41895801759152,65.65843593477152
5592,22.5,35.41998848620069,65.66135025103371
5593,22.5,35.42102147054571,65.6642827657185
5594,22.5,35.422056976675776,65.66723358828172
5595,22.5,35.42309501065416,65.67020282878423
5596,22.5,35.424135578558264,65.67319059789446
5597,22.5,35.425178686479626,65.67619700689119
5598,22.5,35.42622434052399,65.67922216766608
5599,22.5,35.42727254681128,65.68226619272649
5600,22.5,35.42832331147569,65.68532919519798
5601,22.5,35.42937664066567,65.68841128882707
5602,22.5,35.430432540544,65.69151258798392
5603,22.5,35.43149101728775,65.69463320766495
5604,22.5,35.4325520770884,65.6977732634955
5605,22.5,35.433615726151814,65.70093287173259
5606,22.5,35.43468197069827,65.70411214926747
5607,22.5,35.435750816962525,65.7073112136284
5608,22.5,35.43682227119382,65.71053018298328
5609,22.5,35.437896339655914,65.71376917614226
5610,22.5,35.438973028627125,65.71702831256057
5611,22.5,35.44005234440036,65.72030771234104
5612,22.5,35.44113429328312,65.72360749623684
5613,22.5,35.44221888159759,65.72692778565415
5614,22.5,35.443306115680606,65.73026870265488
5615,22.5,35.444396001883725,65.73363036995922
5616,22.5,35.445488546573245,65.73701291094841
5617,22.5,35.44658375613024,65.74041644966744
5618,22.5,35.44768163695059,65.74384111082756
5619,22.5,35.44878219544502,65.74728701980915
5620,22.5,35.44988543803911,65.75075430266425
5621,22.5,35.450991371173345,65.75424308611922
5622,22.5,35.452100001303165,65.75775349757751
5623,22.5,35.453211334898945,65.7612856651222
5624,22.5,35.45432537844608,65.76483971751873
5625,22.5,35.45544213844499,65.76841578421752
5626,22.5,35.45656162141115,65.77201399535663
5627,22.5,35.45768383387514,65.77563448176441
5628,22.5,35.45880878238266,65.77927737496213
5629,22.5,35.45993647349457,65.78294280716665
5630,22.5,35.46106691378694,65.78663091129297
5631,22.5,35.46220010985102,65.79034182095701
5632,22.5,35.46333606829337,65.79407567047808
5633,22.5,35.46447479573581,65.7978325948816
5634,22.5,35.46561629881548,65.80161272990168
5635,22.5,35.46676058418489,65.80541621198373
5636,22.5,35.46790765851193,65.80924317828709
5637,22.5,35.46905752847991,65.81309376668759
5638,22.5,35.4702102007876,65.81696811578016
5639,22.5,35.471365682149234,65.82086636488143
5640,22.5,35.4725239792946,65.82478865403228
5641,22.5,35.47368509896902,65.82873512400046
5642,22.5,35.474849047933404,65.83270591628309
5643,22.5,35.47601583296427,65.83670117310928
5644,22.5,35.4771854608538,65.8407210374426
5645,22.5,35.47835793840988,65.84476565298375
5646,22.5,35.47953327245607,65.84883516417295
5647,22.5,35.48071146983172,65.85292971619253
5648,22.5,35.48189253739194,65.85704945496946
5649,22.5,35.48307648200769,65.86119452717782
5650,22.5,35.48426331056575,65.8653650802413
5651,22.5,35.48545302996881,65.86956126233574
5652,22.5,35.48664564713547,65.8737832223915
5653,22.5,35.487841169000276,65.87803111009599
5654,22.5,35.48903960251378,65.88230507589611
5655,22.5,35.49024095464254,65.88660527100072
5656,22.5,35.49144523236917,65.890931847383
5657,22.5,35.492652442692396,65.8952849577829
5658,22.5,35.49386259262704,65.89966475570958
5659,22.5,35.495075689204086,65.90407139544375
5660,22.5,35.49629173947073,65.90850503204003
5661,22.5,35.497510750490356,65.91296582132937
5662,22.5,35.498732729342656,65.91745391992139
5663,22.5,35.499957683123576,65.92196948520665
5664,22.5,35.50118561894541,65.92651267535905
5665,22.5,35.50241654393681,65.93108364933808
5666,22.5,35.50365046524283,65.93568256689113
5667,22.5,35.50488739002495,65.94030958855575
5668,22.5,35.50612732546112,65.94496487566192
5669,22.5,35.507370278745796,65.94964859033428
5670,22.5,35.50861625708997,65.9543608954943
5671,22.5,35.50986526772118,65.95910195486262
5672,22.5,35.51111731788361,65.96387193296107
5673,22.5,35.512372414838055,65.96867099511492
5674,22.5,35.513630565862,65.97349930745506
5675,22.5,35.514891778249634,65.97835703692003
5676,22.5,35.516156059311896,65.98324435125821
5677,22.5,35.517423416376495,65.98816141902985
5678,22.5,35.518693856787976,65.99310840960919
5679,22.5,35.51996738790771,65.99808549318647
5680,22.5,35.52124401711398,66.0030928407699
5681,22.5,35.52252375180197,66.00813062418777
5682,22.5,35.52380659938383,66.01319901609035
5683,22.5,35.5250925672887,66.01829818995188
5684,22.5,35.526381662962756,66.02342832007244
5685,22.5,35.52767389386923,66.02858958157992
5686,22.5,35.52896926748845,66.03378215043188
5687,22.5,35.530267791317875,66.03900620341737
5688,22.5,35.531569472872164,66.04426191815881
5689,22.5,35.532874319683145,66.04954947311374
5690,22.5,35.53418233929991,66.05486904757667
5691,22.5,35.53549353928883,66.06022082168072
5692,22.5,35.53680792723357,66.06560497639941
5693,22.5,35.53812551073516,66.07102169354836
5694,22.5,35.53944629741203,66.07647115578692
5695,22.5,35.5407702949,66.08195354661977
5696,22.5,35.54209751085237,66.08746905039861
5697,22.5,35.54342795293994,66.09301785232365
5698,22.5,35.54476162885102,66.09860013844518
5699,22.5,35.5460985462915,66.10421609566505
5700,22.5,35.547438712984885,66.10986591173823
5701,22.5,35.54878213667229,66.11554977527409
5702,22.5,35.55012882511253,66.12126787573797
5703,22.5,35.55147878608213,66.12702040345248
5704,22.5,35.552832027375366,66.13280754959881
5705,22.5,35.55418855680429,66.13862950621807
5706,22.5,35.555548382198786,66.14448646621256
5707,22.5,35.556911511406604,66.15037862334697
5708,22.5,35.55827795229337,66.15630617224957
5709,22.5,35.559647712742674,66.1622693084134
5710,22.5,35.56102080065605,66.16826822819733
5711,22.5,35.562397223953056,66.17430312882719
5712,22.5,35.563776990571284,66.18037420839674
5713,22.5,35.56516010846642,66.1864816658687
5714,22.5,35.566546585612265,66.1926257010757
5715,22.5,35.56793643000077,66.1988065147212
5716,22.5,35.56932964964209,66.20502430838029
5717,22.5,35.570726252564604,66.21127928450058
5718,22.5,35.57212624681496,66.21757164640297
5719,22.5,35.57352964045812,66.22390159828235
5720,22.5,35.574936441577385,66.2302693452083
5721,22.5,35.57634665827443,66.2366750931257
5722,22.5,35.57776029866936,66.2431190488554
5723,22.5,35.57917737090074,66.2496014200947
5724,22.5,35.580597883125606,66.25612241541783
5725,22.5,35.582021843519556,66.26268224427646
5726,22.5,35.583449260276744,66.26928111700003
5727,22.5,35.58488014160992,66.27591924479613
5728,22.5,35.586314495750514,66.28259683975081
5729,22.5,35.58775233094861,66.28931411482874
5730,22.5,35.58919365547302,66.2960712838735
5731,22.5,35.59063847761132,66.30286856160764
5732,22.5,35.592086805669894,66.30970616363278
5733,22.5,35.59353864797394,66.3165843064296
5734,22.5,35.59499401286756,66.32350320735789
5735,22.5,35.596452908713744,66.33046308465634
5736,22.5,35.59791534389445,66.33746415744248
5737,22.5,35.59938132681062,66.34450664571243
5738,22.5,35.60085086588222,66.35159077034061
5739,22.5,35.60232396954831,66.35871675307946
5740,22.5,35.60380064626701,66.36588481655902
5741,22.5,35.60528090451563,66.37309518428646
5742,22.5,35.60676475279063,66.38034808064556
5743,22.5,35.608252199607726,66.38764373089617
5744,22.5,35.60974325350187,66.39498236117352
5745,22.5,35.61123792302732,66.4023641984875
5746,22.5,35.612736216757675,66.40978947072193
5747,22.5,35.61423814328591,66.41725840663364
5748,22.5,35.61574371122443,66.42477123585158
5749,22.5,35.61725292920508,66.43232818887589
5750,22.5,35.618765805879214,66.43992949707672
5751,22.5,35.62028234991771,66.44757539269321
5752,22.5,35.62180257001103,66.45526610883226
5753,22.5,35.62332647486924,66.4630018794672
5754,22.5,35.62485407322207,66.4707829394365
5755,22.5,35.62638537381894,66.47860952444232
5756,22.5,35.62792038542899,66.48648187104901
5757,22.5,35.62945911684116,66.49440021668154
5758,22.5,35.63100157686417,66.5023647996238
5759,22.5,35.63254777432662,66.51037585901697
5760,22.5,35.634097718076966,66.51843363485756
5761,22.5,35.63565141698363,66.5265383679956
5762,22.5,35.63720887993499,66.53469030013267
5763,22.5,35.63877011583942,66.54288967381976
5764,22.5,35.64033513362538,66.55113673245523
5765,22.5,35.641903942241385,66.55943172028248
5766,22.5,35.6434765506561,66.56777488238767
5767,22.5,35.64505296785837,66.57616646469732
5768,22.5,35.64663320285722,66.58460671397583
5769,22.5,35.64821726468194,66.59309587782285
5770,22.5,35.64980516238214,66.60163420467063
5771,22.5,35.65139690502771,66.61022194378127
5772,22.5,35.65299250170896,66.61885934524383
5773,22.5,35.65459196153659,66.62754665997143
5774,22.5,35.656195293641744,66.63628413969812
5775,22.5,35.657802507176086,66.64507203697582
5776,22.5,35.6594136113118,66.65391060517105
5777,22.5,35.661028615241634,66.66280009846159
5778,22.5,35.66264752817897,66.67174077183302
5779,22.5,35.66427035935785,66.68073288107526
5780,22.5,35.665897118032994,66.68977668277886
5781,22.5,35.667527813479865,66.69887243433126
5782,22.5,35.669162454994726,66.70802039391305
5783,22.5,35.67080105189463,66.71722082049385
5784,22.5,35.672443613517515,66.72647397382845
5785,22.5,35.674090149222216,66.73578011445248
5786,22.5,35.6757406683885,66.74513950367827
5787,22.5,35.67739518041713,66.75455240359042
5788,22.5,35.679053694729895,66.7640190770413
5789,22.5,35.68071622076964,66.77353978764648
5790,22.5,35.682382768000345,66.78311479978002
5791,22.5,35.68405334590711,66.79274437856965
5792,22.5,35.685727963996236,66.80242878989179
5793,22.5,35.68740663179527,66.81216830036658
5794,22.5,35.689089358853025,66.8219631773526
5795,22.5,35.690776154739616,66.8318136889417
5796,22.5,35.69246702904655,66.84172010395348
5797,22.5,35.694161991386686,66.85168269192987
5798,22.5,35.695861051394374,66.8617017231294
5799,22.5,35.69756421872541,66.87177746852146
5800,22.5,35.69927150305714,66.88191019978038
5801,22.5,35.70098291408847,66.89210018927945
5802,22.5,35.702698461539896,66.90234771008474
5803,22.5,35.70441815515359,66.91265303594882
5804,22.5,35.70614200469341,66.92301644130438
5805,22.5,35.70787001994494,66.9334382012577
5806,22.5,35.70960221071556,66.94391859158195
5807,22.5,35.711338586834444,66.9544578887104
5808,22.5,35.71307915815266,66.96505636972951
5809,22.5,35.71482393454314,66.97571431237189
5810,22.5,35.7165729259008,66.98643199500901
5811,22.5,35.71832614214253,66.99720969664396
5812,22.5,35.72008359320724,67.0080476969039
5813,22.5,35.72184528905594,67.01894627603247
5814,22.5,35.72361123967174,67.02990571488205
5815,22.5,35.725381455059896,67.04092629490586
5816,22.5,35.7271559452479,67.05200829814987
5817,22.5,35.72893472028546,67.0631520072447
5818,22.5,35.73071779024458,67.07435770539719
5819,22.5,35.7325051652196,67.08562567638198
5820,22.5,35.73429685532723,67.09695620453293
5821,22.5,35.73609287070659,67.10834957473422
5822,22.5,35.737893221519265,67.11980607241154
5823,22.5,35.73969791794934,67.13132598352294
5824,22.5,35.741506970203446,67.14290959454969
5825,22.5,35.7433203885108,67.1545571924868
5826,22.5,35.74513818312325,67.16626906483353
5827,22.5,35.746960364315335,67.1780454995837
5828,22.5,35.74878694238428,67.18988678521583
5829,22.5,35.75061792765009,67.20179321068314
5830,22.5,35.75245333045557,67.21376506540336
5831,22.5,35.754293161166395,67.22580263924846
5832,22.5,35.756137430171094,67.23790622253406
5833,22.5,35.75798614788115,67.25007610600892
5834,22.5,35.75983932473102,67.26231258084395
5835,22.5,35.761696971178196,67.2746159386214
5836,22.5,35.763559097703215,67.28698647132354
5837,22.5,35.76542571480973,67.29942447132152
5838,22.5,35.76729683302457,67.31193023136373
5839,22.5,35.769172462897714,67.32450404456428
5840,22.5,35.77105261500242,67.33714620439106
5841,22.5,35.772937299935215,67.3498570046538
5842,22.5,35.77482652831596,67.3626367394919
5843,22.5,35.77672031078789,67.37548570336212
5844,22.5,35.77861865801764,67.38840419102593
5845,22.5,35.78052158069532,67.40139249753697
5846,22.5,35.782429089534546,67.41445091822811
5847,22.5,35.78434119527247,67.4275797486984
5848,22.5,35.78625790866984,67.44077928479982
5849,22.5,35.788179240511056,67.4540498226239
5850,22.5,35.79010520160417,67.46739165848814
5851,22.5,35.792035802780994,67.48080508892221
5852,22.5,35.793971054897085,67.49429041065397
5853,22.5,35.79591096883182,67.5078479205954
5854,22.5,35.797855555488425,67.52147791582821
5855,22.5,35.799804825794055,67.53518069358935
5856,22.5,35.80175879069979,67.54895655125632
5857,22.5,35.80371746118071,67.56280578633228
5858,22.5,35.80568084823592,67.5767286964309
5859,22.5,35.80764896288863,67.59072557926126
5860,22.5,35.80962181618615,67.60479673261219
5861,22.5,35.811599419199986,67.61894245433679
5862,22.5,35.81358178302583,67.63316304233648
5863,22.5,35.81556891878367,67.64745879454503
5864,22.5,35.817560837617755,67.66183000891229
5865,22.5,35.81955755069673,67.67627698338778
5866,22.5,35.82155906921359,67.69080001590407
5867,22.5,35.82356540438582,67.70539940435998
5868,22.5,35.82557656745534,67.72007544660354
5869,22.5,35.82759256968863,67.7348284404148
5870,22.5,35.829613422376745,67.74965868348838
5871,22.5,35.83163913683534,67.76456647341594
5872,22.5,35.83366972440476,67.7795521076683
5873,22.5,35.835705196450036,67.79461588357744
5874,22.5,35.83774556436097,67.8097580983183
5875,22.5,35.83979083955217,67.82497904889041
5876,22.5,35.841841033463076,67.84027903209922
5877,22.5,35.84389615755803,67.85565834453726
5878,22.5,35.845956223326304,67.87111728256518
5879,22.5,35.84802124228216,67.88665614229251
5880,22.5,35.850091225964874,67.9022752195582
5881,22.5,35.85216618593881,67.91797480991103
5882,22.5,35.85424613379346,67.9337552085897
5883,22.5,35.85633108114345,67.94961671050285
5884,22.5,35.85842103962865,67.96555961020881
5885,22.5,35.860516020914154,67.98158420189509
5886,22.5,35.86261603669038,67.99769077935773
5887,22.5,35.86472109867309,68.01387963598043
5888,22.5,35.86683121860343,68.03015106471352
5889,22.5,35.868946408248,68.0465053580526
5890,22.5,35.871066679398865,68.06294280801706
5891,22.5,35.873192043873644,68.07946370612842
5892,22.5,35.87532251351551,68.09606834338835
5893,22.5,35.87745810019328,68.11275701025662
5894,22.5,35.87959881580142,68.12952999662872
5895,22.5,35.881744672260126,68.14638759181334
5896,22.5,35.88389568151534,68.16333008450961
5897,22.5,35.88605185553883,68.1803577627842
5898,22.5,35.8882132063282,68.19747091404808
5899,22.5,35.89037974590696,68.2146698250332
5900,22.5,35.892551486324564,68.2319547817689
5901,22.5,35.894728439656454,68.24932606955812
5902,22.5,35.896910618004114,68.26678397295342
5903,22.5,35.89909803349512,68.28432877573272
5904,22.5,35.90129069828316,68.30196076087499
5905,22.5,35.90348862454812,68.31968021053555
5906,22.5,35.90569182449608,68.33748740602127
5907,22.5,35.90790031035942,68.35538262776555
5908,22.5,35.910114094396825,68.3733661553031
5909,22.5,35.91233318889333,68.39143826724447
5910,22.5,35.914557606160386,68.40959924125039
5911,22.5,35.91678735853591,68.42784935400599
5912,22.5,35.91902245838431,68.44618888119467
5913,22.5,35.92126291809655,68.46461809747188
5914,22.5,35.923508750090186,68.48313727643868
5915,22.5,35.925759966809395,68.50174669061504
5916,22.5,35.928016580725085,68.52044661141299
5917,22.5,35.93027860433486,68.53923730910958
5918,22.5,35.93254605016313,68.5581190528196
5919,22.5,35.93481893076112,68.57709211046816
5920,22.5,35.937097258706935,68.59615674876295
5921,22.5,35.93938104660561,68.61531323316646
5922,22.5,35.94167030708913,68.63456182786796
5923,22.5,35.943965052816516,68.65390279575513
5924,22.5,35.94626529647383,68.67333639838579
5925,22.5,35.94857105077428,68.69286289595914
5926,22.5,35.95088232845818,68.71248254728705
5927,22.5,35.95319914229309,68.73219560976497
5928,22.5,35.955521505073804,68.75200233934277
5929,22.5,35.95784942962241,68.77190299049538
5930,22.5,35.96018292878834,68.79189781619321
5931,22.5,35.962522015448435,68.81198706787242
5932,22.5,35.96486670250696,68.83217099540492
5933,22.5,35.96721700289566,68.85244984706837
5934,22.5,35.969572929573815,68.87282386951583
5935,22.5,35.97193449552831,68.8932933077453
5936,22.5,35.97430171377362,68.91385840506905
5937,22.5,35.97667459735192,68.93451940308293
5938,22.5,35.9790531593331,68.95527654163523
5939,22.5,35.98143741281481,68.97613005879563
5940,22.5,35.98382737092253,68.99708019082387
5941,22.5,35.9862230468096,69.0181271721382
5942,22.5,35.98862445365725,69.03927123528383
5943,22.5,35.991031604674696,69.0605126109011
5944,22.5,35.99344451309915,69.0818515276934
5945,22.5,35.99586319219587,69.10328821239524
5946,22.5,35.99828765525822,69.1248228897398
5947,22.5,36.00071791560771,69.14645578242663
5948,22.5,36.003153986594036,69.16818711108901
5949,22.5,36.005595881595156,69.19001709426124
5950,22.5,36.0080436140173,69.21194594834579
5951,22.5,36.01049719729504,69.23397388758029
5952,22.5,36.01295664489133,69.25610112400436
5953,22.5,36.01542197029757,69.2783278674264
5954,22.5,36.01789318703361,69.3006543253901
5955,22.5,36.020370308647855,69.32308070314097
5956,22.5,36.02285334871727,69.34560720359264
5957,22.5,36.02534232084745,69.36823402729303
5958,22.5,36.02783723867265,69.39096137239058
5959,22.5,36.030338115855855,69.41378943460005
5960,22.5,36.0328449660888,69.43671840716851
5961,22.5,36.03535780309204,69.45974848084107
5962,22.5,36.03787664061498,69.48287984382644
5963,22.5,36.04040149243595,69.50611268176262
5964,22.5,36.04293237236222,69.52944717768219
5965,22.5,36.045469294230074,69.55288351197775
5966,22.5,36.04801227190483,69.5764218623672
5967,22.5,36.05056131928092,69.6000624038588
5968,22.5,36.05311645028191,69.62380530871634
5969,22.5,36.05567767886057,69.64765074642412
5970,22.5,36.058245018998896,69.67159888365185
5971,22.5,36.06081848470819,69.69564988421953
5972,22.5,36.063398090029075,69.71980390906224
5973,22.5,36.06598384903156,69.74406111619479
5974,22.5,36.0685757758151,69.7684216606765
5975,22.5,36.0711738845086,69.79288569457567
5976,22.5,36.07377818927053,69.81745336693425
5977,22.5,36.0763887042889,69.84212482373223
5978,22.5,36.07900544378136,69.86690020785221
5979,22.5,36.08162842199523,69.89177965904378
5980,22.5,36.08425765320754,69.91676331388783
5981,22.5,36.086893151725086,69.94185130576105
5982,22.5,36.089534931884494,69.96704376480018
5983,22.5,36.09218300805222,69.99234081786636
5984,22.5,36.094837394624655,70.01774258850942
5985,22.5,36.097498106028134,70.04324919693218
5986,22.5,36.100165156719,70.06886075995473
5987,22.5,36.10283856118365,70.09457739097874
5988,22.5,36.105518333938576,70.12039919995178
5989,22.5,36.108204489530415,70.14632629333154
5990,22.5,36.11089704253601,70.17235877405027
5991,22.5,36.11359600756242,70.19849674147908
5992,22.5,36.116301399247035,70.22474029139225
5993,22.5,36.11901323225755,70.25108951593178
5994,22.5,36.121731521292055,70.27754450357172
5995,22.5,36.124456281079084,70.3041053390827
5996,22.5,36.12718752637764,70.33077210349647
5997,22.5,36.12992527197725,70.35754487407054
5998,22.5,36.13266953269804,70.38442372425276
5999,22.5,36.13542032339073,70.4114087236461
6000,22.5,36.13817765893675,70.43849993797346
6001,22.5,36.14094155424821,70.46569742904249
6002,22.5,36.143712024268005,70.49300125471062
6003,22.5,36.14648908396986,70.52041146885009
6004,22.5,36.149272748358335,70.54792812131308
6005,22.5,36.15206303246892,70.57555125789702
6006,22.5,36.15485995136804,70.6032809203099
6007,22.5,36.157663520153164,70.63111714613581
